data_set,a,b
data_1_1,0.98499503689897683,-0.20263047720944061
data_1_2,1.1972968406310618,-0.91486830694705545
data_1_3,-0.89036076900002392,2.01521843529724
data_1_4,0.91627365282924123,0.72497644322869914
data_1_5,-1.0431828309270597,0.25082564313645428
