data_set,a,b
data_1_1,1.0570367106249032,-0.19563011224477911
data_1_2,1.2115402995966962,-0.78953694812834496
data_1_3,-0.59303226700338674,1.2422013468236615
data_1_4,1.2797348409514133,0.46868367785471143
data_1_5,-0.97851585118435891,0.18553758321782626
